,,,upper bound,lower bound,,slow ema,fast ema,,,% return
1h,20000,15,0.996,1.004,7,68,49,185,185,58.5731582846356
1h,20000,15,0.996,1.004,7,64,45,197,197,58.5618402155444
1h,20000,15,0.996,1.004,7,67,41,170,170,58.5340173666744
1h,20000,15,0.996,1.004,7,64,27,181,181,58.5133769826864
1h,20000,15,0.996,1.004,7,59,24,189,189,58.4221631528184
1h,20000,15,0.996,1.004,7,65,25,169,169,58.3743748009541
1h,20000,15,0.996,1.004,7,55,47,283,283,58.2940540653358
1h,20000,15,0.996,1.004,7,63,23,176,176,58.2016604106096
1h,20000,15,0.996,1.004,7,62,34,186,186,57.9785942283194
1h,20000,15,0.996,1.004,7,63,44,200,200,57.8477572404717
1h,20000,15,0.996,1.004,7,54,41,236,236,57.7350074047782
1h,20000,15,0.996,1.004,7,64,47,205,205,57.6229547016828
1h,20000,15,0.996,1.004,7,51,33,226,226,57.5349456374038
1h,20000,15,0.996,1.004,7,70,46,171,171,57.5275582223064
1h,20000,15,0.996,1.004,7,53,37,220,220,57.5000813495229
1h,20000,15,0.996,1.004,7,66,34,166,166,57.4441191080136
1h,20000,15,0.996,1.004,7,59,43,216,216,57.3681127133195
1h,20000,15,0.996,1.004,7,64,42,186,186,57.3677489444023
1h,20000,15,0.996,1.004,7,63,24,179,179,57.2949738484537
1h,20000,15,0.996,1.004,7,64,30,172,172,57.1629975159864
1h,20000,15,0.996,1.004,7,64,24,175,175,57.1275971538154
1h,20000,15,0.996,1.004,7,66,24,169,169,57.0991416637227
1h,20000,15,0.996,1.004,7,60,29,182,182,57.0504730508914
1h,20000,15,0.996,1.004,7,65,28,174,174,57.0382695819387
1h,20000,15,0.996,1.004,7,58,44,225,225,56.9829984753887
1h,20000,15,0.996,1.004,7,66,26,169,169,56.9353713880628
1h,20000,15,0.996,1.004,7,52,40,258,258,56.8206583036933
1h,20000,15,0.996,1.004,7,59,28,183,183,56.7941696749517
1h,20000,15,0.996,1.004,7,57,46,250,250,56.7904947504816
1h,20000,15,0.996,1.004,7,61,31,180,180,56.6206482067041
1h,20000,15,0.996,1.004,7,68,47,177,177,56.5989737549455
1h,20000,15,0.996,1.004,7,66,44,181,181,56.4726524885085
1h,20000,15,0.996,1.004,7,63,47,209,209,56.4409545884484
1h,20000,15,0.996,1.004,7,57,44,233,233,56.235580672214
1h,20000,15,0.996,1.004,7,53,41,253,253,56.2015136207033
1h,20000,15,0.996,1.004,7,53,39,234,234,56.1977724582071
1h,20000,15,0.996,1.004,7,68,42,167,167,56.049681996513
1h,20000,15,0.996,1.004,7,52,42,275,275,56.0461477370443
1h,20000,15,0.996,1.004,7,58,25,185,185,55.9673058112461
1h,20000,15,0.996,1.004,7,61,23,184,184,55.7442914332611
1h,20000,15,0.996,1.004,7,65,38,176,176,55.6729471393399
1h,20000,15,0.996,1.004,7,53,27,207,207,55.5913882125151
1h,20000,15,0.996,1.004,7,50,29,219,219,55.5600566260673
1h,20000,15,0.996,1.004,7,72,46,163,163,55.5472728828518
1h,20000,15,0.996,1.004,7,53,35,214,214,55.4337924994047
1h,20000,15,0.996,1.004,7,62,44,206,206,55.4166300222305
1h,20000,15,0.996,1.004,7,57,30,192,192,55.3027631184452
1h,20000,15,0.996,1.004,7,65,39,176,176,54.8736082313606
1h,20000,15,0.996,1.004,7,61,44,215,215,54.8564418860641
1h,20000,15,0.996,1.004,7,65,23,171,171,54.6505316544465
1h,20000,15,0.996,1.004,7,53,38,224,224,54.6452060290925
1h,20000,15,0.996,1.004,7,66,42,177,177,54.5472351888725
1h,20000,15,0.996,1.004,7,59,42,215,215,54.4680237411886
1h,20000,15,0.996,1.004,7,63,46,207,207,54.3130098233362
1h,20000,15,0.996,1.004,7,72,49,170,170,54.2645623226733
1h,20000,15,0.996,1.004,7,50,34,230,230,54.2346168797817
1h,20000,15,0.996,1.004,7,55,34,205,205,54.133069001621
1h,20000,15,0.996,1.004,7,51,37,237,237,54.0496689188673
1h,20000,15,0.996,1.004,7,54,37,219,219,54.0466977675953
1h,20000,15,0.996,1.004,7,65,45,191,191,53.9917101002658
1h,20000,15,0.996,1.004,7,62,35,185,185,53.866398825955
1h,20000,15,0.996,1.004,7,60,31,185,185,53.6430037757087
1h,20000,15,0.996,1.004,7,52,46,345,345,53.6419014684216
1h,20000,15,0.996,1.004,7,60,34,190,190,53.5841187880139
1h,20000,15,0.996,1.004,7,58,26,184,184,53.5125190083975
1h,20000,15,0.996,1.004,7,60,24,188,188,53.4727906210833
1h,20000,15,0.996,1.004,7,57,25,188,188,53.3752712064491
1h,20000,15,0.996,1.004,7,59,25,188,188,53.3705929116302
1h,20000,15,0.996,1.004,7,64,31,173,173,53.3048606711027
1h,20000,15,0.996,1.004,7,64,37,175,175,53.279208131893
1h,20000,15,0.996,1.004,7,66,25,170,170,53.0820631942491
1h,20000,15,0.996,1.004,7,68,26,163,163,52.9488232128973
1h,20000,15,0.996,1.004,7,61,30,179,179,52.8877265537298
1h,20000,15,0.996,1.004,7,51,36,235,235,52.8159581850976
1h,20000,15,0.996,1.004,7,64,29,172,172,52.8129055613079
1h,20000,15,0.996,1.004,7,55,43,243,243,52.7724483646348
1h,20000,15,0.996,1.004,7,54,34,212,212,52.6958076306234
1h,20000,15,0.996,1.004,7,58,43,222,222,52.5836603528321
1h,20000,15,0.996,1.004,7,52,34,224,224,52.5802302224988
1h,20000,15,0.996,1.004,7,54,38,222,222,52.5132594615131
1h,20000,15,0.996,1.004,7,65,49,207,207,52.4727150191728
1h,20000,15,0.996,1.004,7,58,24,189,189,52.4639911420946
1h,20000,15,0.996,1.004,7,64,40,181,181,52.3386281696465
1h,20000,15,0.996,1.004,7,51,34,226,226,52.3058418649652
1h,20000,15,0.996,1.004,7,73,47,165,165,52.2042660139892
1h,20000,15,0.996,1.004,7,71,46,167,167,52.0124545080797
1h,20000,15,0.996,1.004,7,60,32,185,185,51.970136839598
1h,20000,15,0.996,1.004,7,61,42,212,212,51.9027131993284
1h,20000,15,0.996,1.004,7,51,27,216,216,51.7102232146626
1h,20000,15,0.996,1.004,7,52,39,245,245,51.6244772228702
1h,20000,15,0.996,1.004,7,56,34,203,203,51.6121790740087
1h,20000,15,0.996,1.004,7,54,27,200,200,51.5012662422568
1h,20000,15,0.996,1.004,7,66,49,200,200,51.4747872069425
1h,20000,15,0.996,1.004,7,51,41,271,271,51.4546004226358
1h,20000,15,0.996,1.004,7,65,31,174,174,51.3939098224076
1h,20000,15,0.996,1.004,7,69,47,173,173,51.3749044189966
1h,20000,15,0.996,1.004,7,58,45,227,227,51.0943470704772
1h,20000,15,0.996,1.004,7,60,42,212,212,51.0356872636162
1h,20000,15,0.996,1.004,7,70,47,174,174,51.031094542758
1h,20000,15,0.996,1.004,7,66,45,186,186,50.9443497213023
1h,20000,15,0.996,1.004,7,60,28,183,183,50.6673641150289
1h,20000,15,0.996,1.004,7,60,33,187,187,50.5419751711073
1h,20000,15,0.996,1.004,7,53,45,294,294,50.398241471427
1h,20000,15,0.996,1.004,7,63,25,178,178,50.2988754518796
1h,20000,15,0.996,1.004,7,52,30,212,212,50.2036831522686
1h,20000,15,0.996,1.004,7,59,26,183,183,50.1334443510972
1h,20000,15,0.996,1.004,7,53,46,311,311,50.1258731892238
1h,20000,15,0.996,1.004,7,51,28,213,213,50.1035942360667
1h,20000,15,0.996,1.004,7,67,46,181,181,49.8514637025452
1h,20000,15,0.996,1.004,7,60,30,182,182,49.8253803493191
1h,20000,15,0.996,1.004,7,65,29,171,171,49.768739231802
1h,20000,15,0.996,1.004,7,57,47,254,254,49.6795958469815
1h,20000,15,0.996,1.004,7,66,48,197,197,49.6691582673252
1h,20000,15,0.996,1.004,7,62,41,200,200,49.6655556306093
1h,20000,15,0.996,1.004,7,61,29,181,181,49.4394426180408
1h,20000,15,0.996,1.004,7,65,48,198,198,49.1195781341089
1h,20000,15,0.996,1.004,7,61,32,181,181,49.0501815749148
1h,20000,15,0.996,1.004,7,64,39,182,182,48.8251326836897
1h,20000,15,0.996,1.004,7,57,33,198,198,48.7199014723282
1h,20000,15,0.996,1.004,7,62,27,179,179,48.6421189615013
1h,20000,15,0.996,1.004,7,64,25,176,176,48.4906307684169
1h,20000,15,0.996,1.004,7,67,47,187,187,48.3092370894469
1h,20000,15,0.996,1.004,7,59,33,187,187,48.2916156824047
1h,20000,15,0.996,1.004,7,51,30,215,215,48.2888621613903
1h,20000,15,0.996,1.004,7,50,35,236,236,48.2303851037328
1h,20000,15,0.996,1.004,7,50,37,250,250,48.1754908211225
1h,20000,15,0.996,1.004,7,56,35,203,203,48.1676564343201
1h,20000,15,0.996,1.004,7,55,26,197,197,48.1646638771254
1h,20000,15,0.996,1.004,7,51,35,223,223,47.9790684178187
1h,20000,15,0.996,1.004,7,55,36,209,209,47.9749738746117
1h,20000,15,0.996,1.004,7,68,48,183,183,47.9590207769376
1h,20000,15,0.996,1.004,7,68,45,172,172,47.9132496636345
1h,20000,15,0.996,1.004,7,59,32,186,186,47.5698837759273
1h,20000,15,0.996,1.004,7,53,40,238,238,47.3506847475887
1h,20000,15,0.996,1.004,7,61,24,184,184,47.3424262747228
1h,20000,15,0.996,1.004,7,60,25,184,184,47.3189896317661
1h,20000,15,0.996,1.004,7,53,44,288,288,47.2399637481804
1h,20000,15,0.996,1.004,7,63,26,181,181,47.1398156489843
1h,20000,15,0.996,1.004,7,60,26,183,183,47.0754182821391
1h,20000,15,0.996,1.004,7,67,45,178,178,46.7838753189879
1h,20000,15,0.996,1.004,7,63,36,180,180,46.4308766042872
1h,20000,15,0.996,1.004,7,50,38,263,263,46.3581668997136
1h,20000,15,0.996,1.004,7,61,45,216,216,46.1719119518315
1h,20000,15,0.996,1.004,7,58,29,187,187,46.1041302889988
1h,20000,15,0.996,1.004,7,55,45,266,266,46.061683931617
1h,20000,15,0.996,1.004,7,54,35,217,217,45.9593663609867
1h,20000,15,0.996,1.004,7,56,33,200,200,45.9159123874673
1h,20000,15,0.996,1.004,7,66,28,172,172,45.8070848763937
1h,20000,15,0.996,1.004,7,59,30,185,185,45.6973975846504
1h,20000,15,0.996,1.004,7,61,25,184,184,45.5203473193344
1h,20000,15,0.996,1.004,7,58,30,188,188,45.4257425623026
1h,20000,15,0.996,1.004,7,63,45,206,206,45.3886806995173
1h,20000,15,0.996,1.004,7,61,28,183,183,45.2256623354053
1h,20000,15,0.996,1.004,7,50,42,310,310,45.1964464417122
1h,20000,15,0.996,1.004,7,58,47,244,244,45.100401776392
1h,20000,15,0.996,1.004,7,67,49,195,195,45.0877562264779
1h,20000,15,0.996,1.004,7,53,32,210,210,44.7312495669513
1h,20000,15,0.996,1.004,7,55,46,279,279,44.6041514975971
1h,20000,15,0.996,1.004,7,50,45,394,394,44.4495098696364
1h,20000,15,0.996,1.004,7,53,34,213,213,44.3091094203779
1h,20000,15,0.996,1.004,7,57,40,217,217,44.2301007779962
1h,20000,15,0.996,1.004,7,65,47,197,197,44.1983744267751
1h,20000,15,0.996,1.004,7,60,43,215,215,44.1431139353992
1h,20000,15,0.996,1.004,7,65,46,196,196,44.0893524083774
1h,20000,15,0.996,1.004,7,52,29,209,209,44.0020221615068
1h,20000,15,0.996,1.004,7,59,46,220,220,43.8469305793568
1h,20000,15,0.996,1.004,7,57,43,228,228,43.7336334328978
1h,20000,15,0.996,1.004,7,62,28,183,183,43.6445911554683
1h,20000,15,0.996,1.004,7,60,35,196,196,43.5008332175098
1h,20000,15,0.996,1.004,7,59,27,184,184,43.3116781727337
1h,20000,15,0.996,1.004,7,59,29,184,184,43.1009679956193
1h,20000,15,0.996,1.004,7,64,48,208,208,43.0992637413556
1h,20000,15,0.996,1.004,7,59,41,215,215,42.8361879440857
1h,20000,15,0.996,1.004,7,52,31,212,212,42.7670910909398
1h,20000,15,0.996,1.004,7,51,29,217,217,42.5849888564841
1h,20000,15,0.996,1.004,7,66,47,196,196,42.4831815877301
1h,20000,15,0.996,1.004,7,62,24,183,183,42.3824178717547
1h,20000,15,0.996,1.004,7,60,44,219,219,42.313924077413
1h,20000,15,0.996,1.004,7,57,29,194,194,42.0602283877839
1h,20000,15,0.996,1.004,7,57,35,201,201,41.9360642571069
1h,20000,15,0.996,1.004,7,58,32,194,194,41.7553472861298
1h,20000,15,0.996,1.004,7,60,45,222,222,41.6388175917421
1h,20000,15,0.996,1.004,7,51,45,351,351,41.6290821897261
1h,20000,15,0.996,1.004,7,52,36,223,223,41.4668808868363
1h,20000,15,0.996,1.004,7,52,37,227,227,41.291660692036
1h,20000,15,0.996,1.004,7,66,46,190,190,41.2890581978894
1h,20000,15,0.996,1.004,7,53,36,223,223,41.2491574556242
1h,20000,15,0.996,1.004,7,62,25,183,183,41.1180793431583
1h,20000,15,0.996,1.004,7,56,44,247,247,41.0081982652547
1h,20000,15,0.996,1.004,7,65,44,191,191,40.9987481091191
1h,20000,15,0.996,1.004,7,59,34,192,192,40.8847404781872
1h,20000,15,0.996,1.004,7,53,33,212,212,40.7957626587532
1h,20000,15,0.996,1.004,7,55,35,208,208,40.7890237596489
1h,20000,15,0.996,1.004,7,57,26,187,187,40.7049785509207
1h,20000,15,0.996,1.004,7,62,45,209,209,40.6063247273528
1h,20000,15,0.996,1.004,7,62,36,186,186,40.5163555687233
1h,20000,15,0.996,1.004,7,56,32,197,197,40.3440079777398
1h,20000,15,0.996,1.004,7,55,38,221,221,40.2554394720573
1h,20000,15,0.996,1.004,7,58,39,206,206,40.1784115994484
1h,20000,15,0.996,1.004,7,61,35,189,189,40.0736716556593
1h,20000,15,0.996,1.004,7,52,32,218,218,40.0702632938148
1h,20000,15,0.996,1.004,7,54,29,204,204,39.8672615063679
1h,20000,15,0.996,1.004,7,56,26,193,193,39.7437862380845
1h,20000,15,0.996,1.004,7,55,40,223,223,39.7190771791256
1h,20000,15,0.996,1.004,7,60,41,209,209,39.6296443777585
1h,20000,15,0.996,1.004,7,50,39,271,271,39.5496443511065
1h,20000,15,0.996,1.004,7,57,32,196,196,39.5306054317462
1h,20000,15,0.996,1.004,7,50,31,225,225,39.2987748971044
1h,20000,15,0.996,1.004,7,56,41,221,221,39.2497755845129
1h,20000,15,0.996,1.004,7,58,28,186,186,39.2385587291111
1h,20000,15,0.996,1.004,7,55,33,202,202,39.22507374881
1h,20000,15,0.996,1.004,7,55,37,214,214,39.1964712920522
1h,20000,15,0.996,1.004,7,53,31,212,212,39.1634670579475
1h,20000,15,0.996,1.004,7,63,48,211,211,39.1537928238286
1h,20000,15,0.996,1.004,7,55,30,203,203,38.8853416904961
1h,20000,15,0.996,1.004,7,61,27,184,184,38.8597523121416
1h,20000,15,0.996,1.004,7,55,42,236,236,38.7638144836759
1h,20000,15,0.996,1.004,7,50,32,224,224,38.7234720727769
1h,20000,15,0.996,1.004,7,56,36,210,210,38.5805851861889
1h,20000,15,0.996,1.004,7,56,42,227,227,38.5714578731922
1h,20000,15,0.996,1.004,7,57,28,191,191,38.4855170339097
1h,20000,15,0.996,1.004,7,54,48,338,338,38.1935560644973
1h,20000,15,0.996,1.004,7,54,46,290,290,38.1117031979613
1h,20000,15,0.996,1.004,7,56,38,208,208,38.0943961796397
1h,20000,15,0.996,1.004,7,59,49,257,257,37.9901967526125
1h,20000,15,0.996,1.004,7,59,35,197,197,37.9371887961565
1h,20000,15,0.996,1.004,7,58,41,215,215,37.9129547345775
1h,20000,15,0.996,1.004,7,60,36,193,193,37.9118727366222
1h,20000,15,0.996,1.004,7,54,47,313,313,37.8855890360225
1h,20000,15,0.996,1.004,7,67,48,191,191,37.8805249135494
1h,20000,15,0.996,1.004,7,57,39,208,208,37.8466242366694
1h,20000,15,0.996,1.004,7,54,31,207,207,37.8285687604766
1h,20000,15,0.996,1.004,7,54,39,225,225,37.8079878905173
1h,20000,15,0.996,1.004,7,58,40,211,211,37.277242244873
1h,20000,15,0.996,1.004,7,55,27,198,198,37.2443833738119
1h,20000,15,0.996,1.004,7,50,36,241,241,37.2149420053666
1h,20000,15,0.996,1.004,7,53,29,210,210,37.1299214530407
1h,20000,15,0.996,1.004,7,57,41,219,219,37.0141941153882
1h,20000,15,0.996,1.004,7,58,27,186,186,36.8900149430995
1h,20000,15,0.996,1.004,7,54,30,207,207,36.8327940152688
1h,20000,15,0.996,1.004,7,52,38,235,235,36.7899682263021
1h,20000,15,0.996,1.004,7,54,36,219,219,36.6458635318906
1h,20000,15,0.996,1.004,7,51,38,249,249,36.6349822856952
1h,20000,15,0.996,1.004,7,56,37,210,210,36.523850674221
1h,20000,15,0.996,1.004,7,50,40,278,278,36.3726900513576
1h,20000,15,0.996,1.004,7,63,38,185,185,36.1892273596156
1h,20000,15,0.996,1.004,7,63,37,182,182,36.0866817574399
1h,20000,15,0.996,1.004,7,56,30,198,198,35.6979242760178
1h,20000,15,0.996,1.004,7,51,32,224,224,35.6824337349528
1h,20000,15,0.996,1.004,7,58,31,189,189,35.3995044638472
1h,20000,15,0.996,1.004,7,54,45,277,277,35.2287588696143
1h,20000,15,0.996,1.004,7,55,28,196,196,35.1297385114966
1h,20000,15,0.996,1.004,7,57,36,204,204,34.9931100552699
1h,20000,15,0.996,1.004,7,51,31,221,221,34.977276173568
1h,20000,15,0.996,1.004,7,56,31,199,199,34.9618753012089
1h,20000,15,0.996,1.004,7,59,31,187,187,34.8862250100419
1h,20000,15,0.996,1.004,7,57,34,198,198,34.8616765442706
1h,20000,15,0.996,1.004,7,54,40,231,231,34.8423968716566
1h,20000,15,0.996,1.004,7,52,28,212,212,34.8119415636273
1h,20000,15,0.996,1.004,7,62,38,192,192,34.7373199255494
1h,20000,15,0.996,1.004,7,61,48,217,217,34.6535146153429
1h,20000,15,0.996,1.004,7,63,40,190,190,34.6220715942278
1h,20000,15,0.996,1.004,7,61,47,218,218,34.3588676822887
1h,20000,15,0.996,1.004,7,55,48,304,304,34.3457568773383
1h,20000,15,0.996,1.004,7,58,35,201,201,34.0976619078499
1h,20000,15,0.996,1.004,7,59,40,207,207,34.0494303655744
1h,20000,15,0.996,1.004,7,56,28,193,193,34.0296540643013
1h,20000,15,0.996,1.004,7,62,26,181,181,33.9526273072678
1h,20000,15,0.996,1.004,7,62,47,216,216,33.5479375773168
1h,20000,15,0.996,1.004,7,53,30,212,212,33.4889752632572
1h,20000,15,0.996,1.004,7,54,28,203,203,33.4058266873182
1h,20000,15,0.996,1.004,7,57,31,197,197,33.2652791906649
1h,20000,15,0.996,1.004,7,56,39,219,219,33.2542049689856
1h,20000,15,0.996,1.004,7,61,36,190,190,33.2178796026585
1h,20000,15,0.996,1.004,7,51,39,256,256,32.8789548932234
1h,20000,15,0.996,1.004,7,54,44,264,264,32.7860929474401
1h,20000,15,0.996,1.004,7,58,49,267,267,32.5668684559016
1h,20000,15,0.996,1.004,7,60,49,243,243,32.5121553193351
1h,20000,15,0.996,1.004,7,56,49,295,295,32.4464227707754
1h,20000,15,0.996,1.004,7,57,27,190,190,32.3737739311839
1h,20000,15,0.996,1.004,7,64,49,210,210,32.3278805352229
1h,20000,15,0.996,1.004,7,56,43,235,235,32.2989685942338
1h,20000,15,0.996,1.004,7,55,32,202,202,32.2850917849318
1h,20000,15,0.996,1.004,7,51,40,264,264,32.1675088967607
1h,20000,15,0.996,1.004,7,56,27,196,196,31.9901457137022
1h,20000,15,0.996,1.004,7,54,32,206,206,31.9882904212653
1h,20000,15,0.996,1.004,7,63,39,190,190,31.8733682377676
1h,20000,15,0.996,1.004,7,61,26,182,182,31.7511677382555
1h,20000,15,0.996,1.004,7,59,39,205,205,31.6018667744016
1h,20000,15,0.996,1.004,7,51,46,398,398,31.4086738946659
1h,20000,15,0.996,1.004,7,60,40,205,205,31.3424912939266
1h,20000,15,0.996,1.004,7,55,44,256,256,31.0816946120484
1h,20000,15,0.996,1.004,7,57,48,273,273,30.8870449036951
1h,20000,15,0.996,1.004,7,58,33,193,193,30.7970913197804
1h,20000,15,0.996,1.004,7,62,49,220,220,30.7441552239788
1h,20000,15,0.996,1.004,7,62,46,212,212,30.6076162686642
1h,20000,15,0.996,1.004,7,58,48,255,255,30.3820887943044
1h,20000,15,0.996,1.004,7,53,28,206,206,30.3781731566196
1h,20000,15,0.996,1.004,7,60,46,219,219,30.3621086516594
1h,20000,15,0.996,1.004,7,50,47,534,534,30.2762998509522
1h,20000,15,0.996,1.004,7,59,48,241,241,30.2479539394847
1h,20000,15,0.996,1.004,7,58,36,201,201,29.3769212612459
1h,20000,15,0.996,1.004,7,57,38,208,208,29.2311623952574
1h,20000,15,0.996,1.004,7,63,49,215,215,29.1460381516415
1h,20000,15,0.996,1.004,7,56,48,284,284,29.0494699351163
1h,20000,15,0.996,1.004,7,58,34,198,198,28.8997121868077
1h,20000,15,0.996,1.004,7,61,46,220,220,28.6727831736591
1h,20000,15,0.996,1.004,7,62,48,219,219,28.5422232577051
1h,20000,15,0.996,1.004,7,60,47,223,223,28.5230746292768
1h,20000,15,0.996,1.004,7,53,47,341,341,28.5007048080876
1h,20000,15,0.996,1.004,7,55,29,203,203,27.7549634882106
1h,20000,15,0.996,1.004,7,50,46,442,442,27.7415670883395
1h,20000,15,0.996,1.004,7,60,37,194,194,27.691598074435
1h,20000,15,0.996,1.004,7,59,47,233,233,27.6253812018093
1h,20000,15,0.996,1.004,7,61,49,227,227,26.7450754389684
1h,20000,15,0.996,1.004,7,60,48,232,232,26.4530400567446
1h,20000,15,0.996,1.004,7,61,41,205,205,25.9905435451547
1h,20000,15,0.996,1.004,7,56,29,197,197,25.2331536695741
1h,20000,15,0.996,1.004,7,62,39,194,194,25.0604629369421
1h,20000,15,0.996,1.004,7,54,33,208,208,24.8692165396784
1h,20000,15,0.996,1.004,7,62,40,193,193,24.6526077606803
1h,20000,15,0.996,1.004,7,58,38,205,205,24.4202247570572
1h,20000,15,0.996,1.004,7,57,37,206,206,24.2996574106618
1h,20000,15,0.996,1.004,7,59,36,197,197,23.7140135792145
1h,20000,15,0.996,1.004,7,55,31,206,206,23.70265940436
1h,20000,15,0.996,1.004,7,55,49,333,333,23.4163666427159
1h,20000,15,0.996,1.004,7,61,38,195,195,23.393603953271
1h,20000,15,0.996,1.004,7,52,47,388,388,23.2541790304007
1h,20000,15,0.996,1.004,7,53,48,378,378,23.2111726661956
1h,20000,15,0.996,1.004,7,61,39,196,196,22.6090487521222
1h,20000,15,0.996,1.004,7,51,47,443,443,22.1739544095557
1h,20000,15,0.996,1.004,7,62,37,190,190,21.8563218219225
1h,20000,15,0.996,1.004,7,55,39,222,222,21.3653078539081
1h,20000,15,0.996,1.004,7,61,40,199,199,21.0792790920029
1h,20000,15,0.996,1.004,7,53,49,431,431,20.943309557786
1h,20000,15,0.996,1.004,7,59,37,199,199,20.7733072300656
1h,20000,15,0.996,1.004,7,57,49,281,281,20.1242129833205
1h,20000,15,0.996,1.004,7,60,39,204,204,19.9040604649418
1h,20000,15,0.996,1.004,7,59,38,207,207,19.7306039140512
1h,20000,15,0.996,1.004,7,61,37,192,192,19.6647109224887
1h,20000,15,0.996,1.004,7,58,37,204,204,18.4937334882281
1h,20000,15,0.996,1.004,7,54,49,372,372,15.7917291162692
1h,20000,15,0.996,1.004,7,52,48,437,437,7.52698100081943
1h,20000,15,0.996,1.004,7,60,38,198,198,4.83757641873663
1h,20000,15,0.996,1.004,7,51,48,525,525,2.67902534105116
1h,20000,15,0.996,1.004,7,50,49,0,0,0
1h,20000,15,0.996,1.004,7,52,49,527,527,-3.13912854476164
1h,20000,15,0.996,1.004,7,50,48,766,766,-19.175484118167
1h,20000,15,0.996,1.004,7,51,49,750,750,-24.5917146233831
1h,20000,15,0.996,1.004,7,2,1,0,0,0.0
1h,20000,15,0.996,1.004,7,2,2,3922,3922,-99.23106206543244
1h,20000,15,0.996,1.004,7,2,3,2795,2795,-97.45947341105247
1h,20000,15,0.996,1.004,7,2,4,2288,2288,-93.9173043188838
1h,20000,15,0.996,1.004,7,2,5,1998,1998,-90.58396876879186
1h,20000,15,0.996,1.004,7,2,6,1771,1771,-90.5060821192434
1h,20000,15,0.996,1.004,7,2,7,1615,1615,-89.52385133871233
1h,20000,15,0.996,1.004,7,16,1,999,998,5.380400416274633
1h,20000,15,0.996,1.004,7,16,2,835,834,54.30217631652003
1h,20000,15,0.996,1.004,7,16,3,755,754,94.18369633449753
1h,20000,15,0.996,1.004,7,16,4,712,711,82.41303519609431
1h,20000,15,0.996,1.004,7,16,5,701,700,99.69488787917567
1h,20000,15,0.996,1.004,7,16,6,668,667,98.18782984002993
1h,20000,15,0.996,1.004,7,16,7,680,679,85.36002175475043
1h,20000,15,0.996,1.004,7,16,8,691,690,71.28288757824848
1h,20000,15,0.996,1.004,7,16,9,721,720,46.87372448964893
1h,20000,15,0.996,1.004,7,16,10,754,753,49.21236486879346
1h,20000,15,0.996,1.004,7,16,11,797,796,31.118221236993993
1h,20000,15,0.996,1.004,7,16,12,890,889,-1.7955373286989373
1h,20000,15,0.996,1.004,7,16,13,1052,1051,-40.83325055826044
1h,20000,15,0.996,1.004,7,16,2,835,834,54.30217631652003
1h,20000,15,0.996,1.004,7,16,3,755,754,94.18369633449753
1h,20000,15,0.996,1.004,7,16,4,712,711,82.41303519609431
1h,20000,15,0.996,1.004,7,16,5,701,700,99.69488787917567
1h,20000,15,0.996,1.004,7,16,6,668,667,98.18782984002993
1h,20000,15,0.996,1.004,7,16,7,680,679,85.36002175475043
1h,20000,15,0.996,1.004,7,16,8,691,690,71.28288757824848
1h,20000,15,0.996,1.004,7,16,9,721,720,46.87372448964893
1h,20000,15,0.996,1.004,7,16,10,754,753,49.21236486879346
1h,20000,15,0.996,1.004,7,16,11,797,796,31.118221236993993
1h,20000,15,0.996,1.004,7,16,12,890,889,-1.7955373286989373
1h,20000,15,0.996,1.004,7,16,13,1052,1051,-40.83325055826044
1h,20000,15,0.996,1.004,7,30,3,506,506,224.6609241014601
1h,20000,15,0.996,1.004,7,30,4,465,465,254.91593022102745
1h,20000,15,0.996,1.004,7,30,3,506,506,224.6609241014601
1h,20000,15,0.996,1.004,7,30,4,465,465,254.91593022102745
1h,20000,15,0.996,1.004,7,30,5,431,431,280.2145472601595
1h,20000,15,0.996,1.004,7,30,6,412,412,238.01584180584223
1h,20000,15,0.996,1.004,7,30,7,400,400,228.60486672814923
1h,20000,15,0.996,1.004,7,30,8,388,388,225.59410030982886
1h,20000,15,0.996,1.004,7,30,9,375,375,179.90225787022328
1h,20000,15,0.996,1.004,7,31,3,490,490,208.474034660965
1h,20000,15,0.996,1.004,7,31,4,445,445,271.4695606779334
1h,20000,15,0.996,1.004,7,31,5,426,426,267.782410585574
1h,20000,15,0.996,1.004,7,31,6,397,397,265.79089215987494
1h,20000,15,0.996,1.004,7,31,7,383,383,235.90242673756845
1h,20000,15,0.996,1.004,7,31,8,376,376,194.92017879639624
1h,20000,15,0.996,1.004,7,31,9,367,367,156.93183555079364
1h,20000,15,0.996,1.004,7,32,3,478,478,225.55452733033334
1h,20000,15,0.996,1.004,7,32,4,438,438,253.45835400194622
1h,20000,15,0.996,1.004,7,32,5,407,407,227.13155849513865
1h,20000,15,0.996,1.004,7,32,6,384,384,268.6308611193421
1h,20000,15,0.996,1.004,7,32,7,372,372,221.5172263375523
1h,20000,15,0.996,1.004,7,32,8,366,366,183.10899268132596
1h,20000,15,0.996,1.004,7,32,9,352,352,179.39330302585782
1h,20000,15,0.996,1.004,7,33,3,457,457,211.1933711825498
1h,20000,15,0.996,1.004,7,33,4,425,425,242.6918468001511
1h,20000,15,0.996,1.004,7,33,5,397,397,238.50744256570056
1h,20000,15,0.996,1.004,7,33,6,380,380,212.69960673093274
1h,20000,15,0.996,1.004,7,33,7,369,369,205.97837099765184
1h,20000,15,0.996,1.004,7,33,8,354,354,228.4412257904927
1h,20000,15,0.996,1.004,7,33,9,343,343,206.37953515513323
